,Date,Time,WB,EB
111,2017-05-17 00:00:00,03:45:00,6,7
112,2017-05-17 00:00:00,04:00:00,15,5
113,2017-05-17 00:00:00,04:15:00,29,6
114,2017-05-17 00:00:00,04:30:00,35,12
115,2017-05-17 00:00:00,04:45:00,31,22
116,2017-05-17 00:00:00,05:00:00,32,22
117,2017-05-17 00:00:00,05:15:00,40,44
118,2017-05-17 00:00:00,05:30:00,55,33
119,2017-05-17 00:00:00,05:45:00,69,59
120,2017-05-17 00:00:00,06:00:00,58,62
121,2017-05-17 00:00:00,06:15:00,75,90
122,2017-05-17 00:00:00,06:30:00,98,83
123,2017-05-17 00:00:00,06:45:00,120,96
124,2017-05-17 00:00:00,07:00:00,98,80
125,2017-05-17 00:00:00,07:15:00,115,79
126,2017-05-17 00:00:00,07:30:00,169,104
127,2017-05-17 00:00:00,07:45:00,201,139
128,2017-05-17 00:00:00,08:00:00,165,152
129,2017-05-17 00:00:00,08:15:00,218,119
130,2017-05-17 00:00:00,08:30:00,190,83
131,2017-05-17 00:00:00,08:45:00,163,132
132,2017-05-17 00:00:00,09:00:00,168,131
133,2017-05-17 00:00:00,09:15:00,134,78
134,2017-05-17 00:00:00,09:30:00,118,97
135,2017-05-17 00:00:00,09:45:00,102,79
136,2017-05-17 00:00:00,10:00:00,138,75
137,2017-05-17 00:00:00,10:15:00,84,88
138,2017-05-17 00:00:00,10:30:00,91,69
139,2017-05-17 00:00:00,10:45:00,87,91
140,2017-05-17 00:00:00,11:00:00,87,71
141,2017-05-17 00:00:00,11:15:00,87,78
142,2017-05-17 00:00:00,11:30:00,107,103
143,2017-05-17 00:00:00,11:45:00,126,101
144,2017-05-17 00:00:00,12:00:00,118,145
145,2017-05-17 00:00:00,12:15:00,109,136
146,2017-05-17 00:00:00,12:30:00,124,132
147,2017-05-17 00:00:00,12:45:00,123,114
148,2017-05-17 00:00:00,13:00:00,112,136
149,2017-05-17 00:00:00,13:15:00,144,150
150,2017-05-17 00:00:00,13:30:00,118,148
151,2017-05-17 00:00:00,13:45:00,112,154
152,2017-05-17 00:00:00,14:00:00,117,156
153,2017-05-17 00:00:00,14:15:00,117,225
154,2017-05-17 00:00:00,14:30:00,140,253
155,2017-05-17 00:00:00,14:45:00,143,214
156,2017-05-17 00:00:00,15:00:00,130,174
157,2017-05-17 00:00:00,15:15:00,133,254
158,2017-05-17 00:00:00,15:30:00,149,295
159,2017-05-17 00:00:00,15:45:00,133,199
160,2017-05-17 00:00:00,16:00:00,119,165
161,2017-05-17 00:00:00,16:15:00,152,237
162,2017-05-17 00:00:00,16:30:00,169,226
163,2017-05-17 00:00:00,16:45:00,145,194
164,2017-05-17 00:00:00,17:00:00,185,166
165,2017-05-17 00:00:00,17:15:00,195,179
166,2017-05-17 00:00:00,17:30:00,214,204
167,2017-05-17 00:00:00,17:45:00,188,190
168,2017-05-17 00:00:00,18:00:00,209,184
169,2017-05-17 00:00:00,18:15:00,177,152
170,2017-05-17 00:00:00,18:30:00,136,168
171,2017-05-17 00:00:00,18:45:00,133,145
172,2017-05-17 00:00:00,19:00:00,103,146
173,2017-05-17 00:00:00,19:15:00,89,137
174,2017-05-17 00:00:00,19:30:00,87,126
175,2017-05-17 00:00:00,19:45:00,72,101
176,2017-05-17 00:00:00,20:00:00,82,107
177,2017-05-17 00:00:00,20:15:00,58,81
178,2017-05-17 00:00:00,20:30:00,60,86
179,2017-05-17 00:00:00,20:45:00,40,80
180,2017-05-17 00:00:00,21:00:00,43,51
181,2017-05-17 00:00:00,21:15:00,71,51
182,2017-05-17 00:00:00,21:30:00,59,35
183,2017-05-17 00:00:00,21:45:00,24,50
184,2017-05-17 00:00:00,22:00:00,27,39
185,2017-05-17 00:00:00,22:15:00,23,64
186,2017-05-17 00:00:00,22:30:00,20,59
187,2017-05-17 00:00:00,22:45:00,27,40
188,2017-05-17 00:00:00,23:00:00,23,22
189,2017-05-17 00:00:00,23:15:00,14,19
190,2017-05-17 00:00:00,23:30:00,9,22
191,2017-05-17 00:00:00,23:45:00,7,17
192,2017-05-18 00:00:00,00:00:00,13,16
193,2017-05-18 00:00:00,00:15:00,6,12
194,2017-05-18 00:00:00,00:30:00,9,16
195,2017-05-18 00:00:00,00:45:00,2,4
196,2017-05-18 00:00:00,01:00:00,8,5
197,2017-05-18 00:00:00,01:15:00,4,9
198,2017-05-18 00:00:00,01:30:00,5,7
199,2017-05-18 00:00:00,01:45:00,6,8
200,2017-05-18 00:00:00,02:00:00,6,8
201,2017-05-18 00:00:00,02:15:00,2,8
202,2017-05-18 00:00:00,02:30:00,6,11
203,2017-05-18 00:00:00,02:45:00,13,15
204,2017-05-18 00:00:00,03:00:00,4,6
205,2017-05-18 00:00:00,03:15:00,5,15
206,2017-05-18 00:00:00,03:30:00,11,5
207,2017-05-18 00:00:00,03:45:00,14,4
208,2017-05-18 00:00:00,04:00:00,14,7
209,2017-05-18 00:00:00,04:15:00,24,5
210,2017-05-18 00:00:00,04:30:00,43,12
211,2017-05-18 00:00:00,04:45:00,37,17
212,2017-05-18 00:00:00,05:00:00,41,24
213,2017-05-18 00:00:00,05:15:00,45,36
214,2017-05-18 00:00:00,05:30:00,67,38
215,2017-05-18 00:00:00,05:45:00,54,58
216,2017-05-18 00:00:00,06:00:00,70,45
217,2017-05-18 00:00:00,06:15:00,80,89
218,2017-05-18 00:00:00,06:30:00,94,81
219,2017-05-18 00:00:00,06:45:00,125,75
220,2017-05-18 00:00:00,07:00:00,101,97
221,2017-05-18 00:00:00,07:15:00,122,72
222,2017-05-18 00:00:00,07:30:00,183,110
223,2017-05-18 00:00:00,07:45:00,189,112
224,2017-05-18 00:00:00,08:00:00,183,133
225,2017-05-18 00:00:00,08:15:00,180,117
226,2017-05-18 00:00:00,08:30:00,201,112
227,2017-05-18 00:00:00,08:45:00,187,124
228,2017-05-18 00:00:00,09:00:00,172,120
229,2017-05-18 00:00:00,09:15:00,149,113
230,2017-05-18 00:00:00,09:30:00,134,89
231,2017-05-18 00:00:00,09:45:00,111,88
232,2017-05-18 00:00:00,10:00:00,104,86
233,2017-05-18 00:00:00,10:15:00,78,78
234,2017-05-18 00:00:00,10:30:00,102,69
235,2017-05-18 00:00:00,10:45:00,84,63
236,2017-05-18 00:00:00,11:00:00,103,103
237,2017-05-18 00:00:00,11:15:00,89,99
238,2017-05-18 00:00:00,11:30:00,99,98
239,2017-05-18 00:00:00,11:45:00,131,107
