,Date,Time,WB,EB
274,2017-04-06 00:00:00,20:30:00,8,6
275,2017-04-06 00:00:00,20:45:00,13,4
276,2017-04-06 00:00:00,21:00:00,20,5
277,2017-04-06 00:00:00,21:15:00,7,9
278,2017-04-06 00:00:00,21:30:00,10,1
279,2017-04-06 00:00:00,21:45:00,8,2
280,2017-04-06 00:00:00,22:00:00,3,1
281,2017-04-06 00:00:00,22:15:00,9,5
282,2017-04-06 00:00:00,22:30:00,4,1
283,2017-04-06 00:00:00,22:45:00,2,3
284,2017-04-06 00:00:00,23:00:00,4,0
285,2017-04-06 00:00:00,23:15:00,5,3
286,2017-04-06 00:00:00,23:30:00,1,2
287,2017-04-06 00:00:00,23:45:00,5,2
