,Date,Time,WB,EB
111,2017-05-17 00:00:00,03:45:00,4,0
112,2017-05-17 00:00:00,04:00:00,0,3
113,2017-05-17 00:00:00,04:15:00,2,1
114,2017-05-17 00:00:00,04:30:00,2,2
115,2017-05-17 00:00:00,04:45:00,3,4
116,2017-05-17 00:00:00,05:00:00,3,4
117,2017-05-17 00:00:00,05:15:00,2,5
118,2017-05-17 00:00:00,05:30:00,7,7
119,2017-05-17 00:00:00,05:45:00,12,13
120,2017-05-17 00:00:00,06:00:00,14,9
121,2017-05-17 00:00:00,06:15:00,21,26
122,2017-05-17 00:00:00,06:30:00,24,43
123,2017-05-17 00:00:00,06:45:00,29,64
124,2017-05-17 00:00:00,07:00:00,36,39
125,2017-05-17 00:00:00,07:15:00,56,52
126,2017-05-17 00:00:00,07:30:00,67,88
127,2017-05-17 00:00:00,07:45:00,120,89
128,2017-05-17 00:00:00,08:00:00,116,149
129,2017-05-17 00:00:00,08:15:00,146,166
130,2017-05-17 00:00:00,08:30:00,173,109
131,2017-05-17 00:00:00,08:45:00,136,134
132,2017-05-17 00:00:00,09:00:00,102,168
133,2017-05-17 00:00:00,09:15:00,87,131
134,2017-05-17 00:00:00,09:30:00,83,65
135,2017-05-17 00:00:00,09:45:00,64,69
136,2017-05-17 00:00:00,10:00:00,64,45
137,2017-05-17 00:00:00,10:15:00,46,58
138,2017-05-17 00:00:00,10:30:00,71,39
139,2017-05-17 00:00:00,10:45:00,70,63
140,2017-05-17 00:00:00,11:00:00,82,72
141,2017-05-17 00:00:00,11:15:00,91,71
142,2017-05-17 00:00:00,11:30:00,103,75
143,2017-05-17 00:00:00,11:45:00,129,83
144,2017-05-17 00:00:00,12:00:00,76,66
145,2017-05-17 00:00:00,12:15:00,69,65
146,2017-05-17 00:00:00,12:30:00,82,82
147,2017-05-17 00:00:00,12:45:00,101,79
148,2017-05-17 00:00:00,13:00:00,90,54
149,2017-05-17 00:00:00,13:15:00,104,112
150,2017-05-17 00:00:00,13:30:00,87,98
151,2017-05-17 00:00:00,13:45:00,80,96
152,2017-05-17 00:00:00,14:00:00,105,103
153,2017-05-17 00:00:00,14:15:00,133,111
154,2017-05-17 00:00:00,14:30:00,128,100
155,2017-05-17 00:00:00,14:45:00,232,130
156,2017-05-17 00:00:00,15:00:00,265,97
157,2017-05-17 00:00:00,15:15:00,294,140
158,2017-05-17 00:00:00,15:30:00,219,104
159,2017-05-17 00:00:00,15:45:00,241,120
160,2017-05-17 00:00:00,16:00:00,242,124
161,2017-05-17 00:00:00,16:15:00,189,110
162,2017-05-17 00:00:00,16:30:00,212,108
163,2017-05-17 00:00:00,16:45:00,185,125
164,2017-05-17 00:00:00,17:00:00,209,135
165,2017-05-17 00:00:00,17:15:00,214,121
166,2017-05-17 00:00:00,17:30:00,199,141
167,2017-05-17 00:00:00,17:45:00,208,132
168,2017-05-17 00:00:00,18:00:00,250,109
169,2017-05-17 00:00:00,18:15:00,172,104
170,2017-05-17 00:00:00,18:30:00,130,94
171,2017-05-17 00:00:00,18:45:00,121,116
172,2017-05-17 00:00:00,19:00:00,119,79
173,2017-05-17 00:00:00,19:15:00,83,87
174,2017-05-17 00:00:00,19:30:00,74,80
175,2017-05-17 00:00:00,19:45:00,68,90
176,2017-05-17 00:00:00,20:00:00,79,92
177,2017-05-17 00:00:00,20:15:00,60,60
178,2017-05-17 00:00:00,20:30:00,65,61
179,2017-05-17 00:00:00,20:45:00,48,63
180,2017-05-17 00:00:00,21:00:00,52,53
181,2017-05-17 00:00:00,21:15:00,39,47
182,2017-05-17 00:00:00,21:30:00,37,41
183,2017-05-17 00:00:00,21:45:00,25,38
184,2017-05-17 00:00:00,22:00:00,15,16
185,2017-05-17 00:00:00,22:15:00,16,35
186,2017-05-17 00:00:00,22:30:00,7,21
187,2017-05-17 00:00:00,22:45:00,8,22
188,2017-05-17 00:00:00,23:00:00,14,15
189,2017-05-17 00:00:00,23:15:00,12,12
190,2017-05-17 00:00:00,23:30:00,11,8
191,2017-05-17 00:00:00,23:45:00,5,8
192,2017-05-18 00:00:00,00:00:00,6,3
193,2017-05-18 00:00:00,00:15:00,10,11
194,2017-05-18 00:00:00,00:30:00,7,11
195,2017-05-18 00:00:00,00:45:00,2,7
196,2017-05-18 00:00:00,01:00:00,0,4
197,2017-05-18 00:00:00,01:15:00,5,4
198,2017-05-18 00:00:00,01:30:00,4,4
199,2017-05-18 00:00:00,01:45:00,1,5
200,2017-05-18 00:00:00,02:00:00,0,2
201,2017-05-18 00:00:00,02:15:00,0,4
202,2017-05-18 00:00:00,02:30:00,2,1
203,2017-05-18 00:00:00,02:45:00,5,4
204,2017-05-18 00:00:00,03:00:00,3,2
205,2017-05-18 00:00:00,03:15:00,3,1
206,2017-05-18 00:00:00,03:30:00,0,0
207,2017-05-18 00:00:00,03:45:00,1,1
208,2017-05-18 00:00:00,04:00:00,2,0
209,2017-05-18 00:00:00,04:15:00,0,2
210,2017-05-18 00:00:00,04:30:00,4,3
211,2017-05-18 00:00:00,04:45:00,7,3
212,2017-05-18 00:00:00,05:00:00,4,8
213,2017-05-18 00:00:00,05:15:00,2,6
214,2017-05-18 00:00:00,05:30:00,7,4
215,2017-05-18 00:00:00,05:45:00,22,15
216,2017-05-18 00:00:00,06:00:00,19,22
217,2017-05-18 00:00:00,06:15:00,17,28
218,2017-05-18 00:00:00,06:30:00,20,31
219,2017-05-18 00:00:00,06:45:00,30,57
220,2017-05-18 00:00:00,07:00:00,33,39
221,2017-05-18 00:00:00,07:15:00,44,54
222,2017-05-18 00:00:00,07:30:00,128,78
223,2017-05-18 00:00:00,07:45:00,176,119
224,2017-05-18 00:00:00,08:00:00,136,163
225,2017-05-18 00:00:00,08:15:00,132,170
226,2017-05-18 00:00:00,08:30:00,115,99
227,2017-05-18 00:00:00,08:45:00,97,110
228,2017-05-18 00:00:00,09:00:00,87,110
229,2017-05-18 00:00:00,09:15:00,78,118
230,2017-05-18 00:00:00,09:30:00,62,70
231,2017-05-18 00:00:00,09:45:00,80,69
232,2017-05-18 00:00:00,10:00:00,59,57
233,2017-05-18 00:00:00,10:15:00,50,56
234,2017-05-18 00:00:00,10:30:00,73,65
235,2017-05-18 00:00:00,10:45:00,72,60
236,2017-05-18 00:00:00,11:00:00,91,70
237,2017-05-18 00:00:00,11:15:00,75,79
238,2017-05-18 00:00:00,11:30:00,87,85
239,2017-05-18 00:00:00,11:45:00,96,111
240,2017-05-18 00:00:00,12:00:00,67,80
241,2017-05-18 00:00:00,12:15:00,69,77
242,2017-05-18 00:00:00,12:30:00,85,70
243,2017-05-18 00:00:00,12:45:00,77,83
244,2017-05-18 00:00:00,13:00:00,66,67
245,2017-05-18 00:00:00,13:15:00,84,57
246,2017-05-18 00:00:00,13:30:00,86,61
247,2017-05-18 00:00:00,13:45:00,72,77
248,2017-05-18 00:00:00,14:00:00,73,85
249,2017-05-18 00:00:00,14:15:00,141,128
250,2017-05-18 00:00:00,14:30:00,209,138
251,2017-05-18 00:00:00,14:45:00,242,115
252,2017-05-18 00:00:00,15:00:00,275,132
253,2017-05-18 00:00:00,15:15:00,281,167
254,2017-05-18 00:00:00,15:30:00,273,133
255,2017-05-18 00:00:00,15:45:00,182,115
256,2017-05-18 00:00:00,16:00:00,217,131
257,2017-05-18 00:00:00,16:15:00,191,111
258,2017-05-18 00:00:00,16:30:00,229,126
259,2017-05-18 00:00:00,16:45:00,214,167
260,2017-05-18 00:00:00,17:00:00,235,125
261,2017-05-18 00:00:00,17:15:00,242,138
262,2017-05-18 00:00:00,17:30:00,241,158
263,2017-05-18 00:00:00,17:45:00,280,138
264,2017-05-18 00:00:00,18:00:00,211,145
265,2017-05-18 00:00:00,18:15:00,213,149
266,2017-05-18 00:00:00,18:30:00,162,136
267,2017-05-18 00:00:00,18:45:00,141,136
268,2017-05-18 00:00:00,19:00:00,122,95
269,2017-05-18 00:00:00,19:15:00,123,84
270,2017-05-18 00:00:00,19:30:00,90,85
271,2017-05-18 00:00:00,19:45:00,87,55
272,2017-05-18 00:00:00,20:00:00,72,65
273,2017-05-18 00:00:00,20:15:00,94,63
274,2017-05-18 00:00:00,20:30:00,76,59
275,2017-05-18 00:00:00,20:45:00,60,48
276,2017-05-18 00:00:00,21:00:00,65,65
277,2017-05-18 00:00:00,21:15:00,42,65
278,2017-05-18 00:00:00,21:30:00,27,37
279,2017-05-18 00:00:00,21:45:00,36,32
280,2017-05-18 00:00:00,22:00:00,20,27
281,2017-05-18 00:00:00,22:15:00,21,38
282,2017-05-18 00:00:00,22:30:00,10,21
283,2017-05-18 00:00:00,22:45:00,21,21
284,2017-05-18 00:00:00,23:00:00,9,25
285,2017-05-18 00:00:00,23:15:00,14,19
286,2017-05-18 00:00:00,23:30:00,8,9
287,2017-05-18 00:00:00,23:45:00,6,12
