,Date,Time,WB,EB
111,2017-05-17 00:00:00,03:45:00,1,0
112,2017-05-17 00:00:00,04:00:00,2,1
113,2017-05-17 00:00:00,04:15:00,7,0
114,2017-05-17 00:00:00,04:30:00,6,1
115,2017-05-17 00:00:00,04:45:00,6,0
116,2017-05-17 00:00:00,05:00:00,10,4
117,2017-05-17 00:00:00,05:15:00,14,1
118,2017-05-17 00:00:00,05:30:00,10,2
119,2017-05-17 00:00:00,05:45:00,19,6
120,2017-05-17 00:00:00,06:00:00,25,5
121,2017-05-17 00:00:00,06:15:00,38,3
122,2017-05-17 00:00:00,06:30:00,46,10
123,2017-05-17 00:00:00,06:45:00,94,16
124,2017-05-17 00:00:00,07:00:00,63,26
125,2017-05-17 00:00:00,07:15:00,92,27
126,2017-05-17 00:00:00,07:30:00,201,26
127,2017-05-17 00:00:00,07:45:00,150,68
128,2017-05-17 00:00:00,08:00:00,141,94
129,2017-05-17 00:00:00,08:15:00,170,63
130,2017-05-17 00:00:00,08:30:00,168,34
131,2017-05-17 00:00:00,08:45:00,122,29
132,2017-05-17 00:00:00,09:00:00,111,22
133,2017-05-17 00:00:00,09:15:00,119,27
134,2017-05-17 00:00:00,09:30:00,77,34
135,2017-05-17 00:00:00,09:45:00,84,23
136,2017-05-17 00:00:00,10:00:00,75,25
137,2017-05-17 00:00:00,10:15:00,56,34
138,2017-05-17 00:00:00,10:30:00,57,25
139,2017-05-17 00:00:00,10:45:00,53,30
140,2017-05-17 00:00:00,11:00:00,54,22
141,2017-05-17 00:00:00,11:15:00,45,35
142,2017-05-17 00:00:00,11:30:00,56,39
143,2017-05-17 00:00:00,11:45:00,48,46
144,2017-05-17 00:00:00,12:00:00,52,65
145,2017-05-17 00:00:00,12:15:00,53,60
146,2017-05-17 00:00:00,12:30:00,37,49
147,2017-05-17 00:00:00,12:45:00,52,66
148,2017-05-17 00:00:00,13:00:00,51,65
149,2017-05-17 00:00:00,13:15:00,108,59
150,2017-05-17 00:00:00,13:30:00,72,75
151,2017-05-17 00:00:00,13:45:00,54,70
152,2017-05-17 00:00:00,14:00:00,59,67
153,2017-05-17 00:00:00,14:15:00,53,130
154,2017-05-17 00:00:00,14:30:00,61,136
155,2017-05-17 00:00:00,14:45:00,50,152
156,2017-05-17 00:00:00,15:00:00,62,125
157,2017-05-17 00:00:00,15:15:00,44,154
158,2017-05-17 00:00:00,15:30:00,37,114
159,2017-05-17 00:00:00,15:45:00,55,106
160,2017-05-17 00:00:00,16:00:00,52,117
161,2017-05-17 00:00:00,16:15:00,71,135
162,2017-05-17 00:00:00,16:30:00,62,152
163,2017-05-17 00:00:00,16:45:00,44,172
164,2017-05-17 00:00:00,17:00:00,66,148
165,2017-05-17 00:00:00,17:15:00,67,158
