,Unnamed: 1,TIME,NB,SB,EB,WB
147,2013-02-06,12:45:00,35.0,42.0,,
148,2013-02-06,13:00:00,42.0,31.0,,
149,2013-02-06,13:15:00,42.0,36.0,,
150,2013-02-06,13:30:00,45.0,34.0,,
151,2013-02-06,13:45:00,42.0,48.0,,
152,2013-02-06,14:00:00,48.0,35.0,,
153,2013-02-06,14:15:00,35.0,32.0,,
154,2013-02-06,14:30:00,49.0,31.0,,
155,2013-02-06,14:45:00,42.0,32.0,,
156,2013-02-06,15:00:00,64.0,38.0,,
157,2013-02-06,15:15:00,41.0,25.0,,
158,2013-02-06,15:30:00,69.0,40.0,,
159,2013-02-06,15:45:00,74.0,37.0,,
160,2013-02-06,16:00:00,42.0,24.0,,
161,2013-02-06,16:15:00,49.0,27.0,,
162,2013-02-06,16:30:00,59.0,31.0,,
163,2013-02-06,16:45:00,39.0,18.0,,
164,2013-02-06,17:00:00,76.0,11.0,,
165,2013-02-06,17:15:00,28.0,13.0,,
166,2013-02-06,17:30:00,28.0,19.0,,
167,2013-02-06,17:45:00,17.0,15.0,,
168,2013-02-06,18:00:00,18.0,3.0,,
169,2013-02-06,18:15:00,20.0,4.0,,
170,2013-02-06,18:30:00,11.0,9.0,,
171,2013-02-06,18:45:00,14.0,2.0,,
172,2013-02-06,19:00:00,8.0,4.0,,
173,2013-02-06,19:15:00,4.0,3.0,,
174,2013-02-06,19:30:00,3.0,3.0,,
175,2013-02-06,19:45:00,1.0,1.0,,
176,2013-02-06,20:00:00,11.0,4.0,,
177,2013-02-06,20:15:00,4.0,9.0,,
178,2013-02-06,20:30:00,6.0,1.0,,
179,2013-02-06,20:45:00,6.0,9.0,,
180,2013-02-06,21:00:00,4.0,4.0,,
181,2013-02-06,21:15:00,4.0,1.0,,
182,2013-02-06,21:30:00,4.0,4.0,,
183,2013-02-06,21:45:00,3.0,2.0,,
184,2013-02-06,22:00:00,3.0,1.0,,
185,2013-02-06,22:15:00,0.0,0.0,,
186,2013-02-06,22:30:00,0.0,0.0,,
187,2013-02-06,22:45:00,1.0,2.0,,
188,2013-02-06,23:00:00,10.0,3.0,,
189,2013-02-06,23:15:00,1.0,4.0,,
190,2013-02-06,23:30:00,1.0,0.0,,
191,2013-02-06,23:45:00,3.0,1.0,,
192,2013-02-07,00:00:00,4.0,1.0,,
193,2013-02-07,00:15:00,1.0,0.0,,
194,2013-02-07,00:30:00,3.0,1.0,,
195,2013-02-07,00:45:00,0.0,3.0,,
196,2013-02-07,01:00:00,17.0,0.0,,
197,2013-02-07,01:15:00,3.0,1.0,,
198,2013-02-07,01:30:00,3.0,1.0,,
199,2013-02-07,01:45:00,1.0,0.0,,
200,2013-02-07,02:00:00,3.0,1.0,,
201,2013-02-07,02:15:00,0.0,0.0,,
202,2013-02-07,02:30:00,1.0,2.0,,
203,2013-02-07,02:45:00,0.0,1.0,,
204,2013-02-07,03:00:00,0.0,1.0,,
205,2013-02-07,03:15:00,4.0,2.0,,
206,2013-02-07,03:30:00,0.0,0.0,,
207,2013-02-07,03:45:00,0.0,1.0,,
208,2013-02-07,04:00:00,3.0,5.0,,
209,2013-02-07,04:15:00,0.0,7.0,,
210,2013-02-07,04:30:00,1.0,7.0,,
211,2013-02-07,04:45:00,4.0,4.0,,
212,2013-02-07,05:00:00,6.0,6.0,,
213,2013-02-07,05:15:00,3.0,8.0,,
214,2013-02-07,05:30:00,7.0,16.0,,
215,2013-02-07,05:45:00,15.0,16.0,,
216,2013-02-07,06:00:00,27.0,13.0,,
217,2013-02-07,06:15:00,17.0,14.0,,
218,2013-02-07,06:30:00,4.0,7.0,,
219,2013-02-07,06:45:00,11.0,21.0,,
220,2013-02-07,07:00:00,10.0,12.0,,
221,2013-02-07,07:15:00,14.0,12.0,,
222,2013-02-07,07:30:00,20.0,28.0,,
223,2013-02-07,07:45:00,34.0,52.0,,
224,2013-02-07,08:00:00,25.0,25.0,,
225,2013-02-07,08:15:00,29.0,12.0,,
226,2013-02-07,08:30:00,27.0,12.0,,
227,2013-02-07,08:45:00,42.0,27.0,,
228,2013-02-07,09:00:00,27.0,16.0,,
229,2013-02-07,09:15:00,29.0,22.0,,
230,2013-02-07,09:30:00,28.0,20.0,,
231,2013-02-07,09:45:00,22.0,17.0,,
232,2013-02-07,10:00:00,39.0,27.0,,
233,2013-02-07,10:15:00,36.0,32.0,,
234,2013-02-07,10:30:00,36.0,22.0,,
235,2013-02-07,10:45:00,55.0,24.0,,
236,2013-02-07,11:00:00,46.0,27.0,,
237,2013-02-07,11:15:00,45.0,25.0,,
238,2013-02-07,11:30:00,49.0,31.0,,
239,2013-02-07,11:45:00,41.0,28.0,,
240,2013-02-07,12:00:00,48.0,36.0,,
241,2013-02-07,12:15:00,50.0,32.0,,
242,2013-02-07,12:30:00,59.0,35.0,,
243,2013-02-07,12:45:00,42.0,32.0,,
244,2013-02-07,13:00:00,42.0,34.0,,
245,2013-02-07,13:15:00,41.0,29.0,,
246,2013-02-07,13:30:00,34.0,41.0,,
247,2013-02-07,13:45:00,45.0,34.0,,
248,2013-02-07,14:00:00,52.0,33.0,,
249,2013-02-07,14:15:00,52.0,25.0,,
250,2013-02-07,14:30:00,42.0,29.0,,
251,2013-02-07,14:45:00,32.0,29.0,,
252,2013-02-07,15:00:00,56.0,37.0,,
253,2013-02-07,15:15:00,55.0,29.0,,
254,2013-02-07,15:30:00,70.0,35.0,,
255,2013-02-07,15:45:00,38.0,37.0,,
256,2013-02-07,16:00:00,46.0,28.0,,
257,2013-02-07,16:15:00,49.0,17.0,,
258,2013-02-07,16:30:00,63.0,18.0,,
259,2013-02-07,16:45:00,41.0,22.0,,
260,2013-02-07,17:00:00,62.0,16.0,,
261,2013-02-07,17:15:00,25.0,21.0,,
262,2013-02-07,17:30:00,21.0,19.0,,
263,2013-02-07,17:45:00,17.0,10.0,,
264,2013-02-07,18:00:00,24.0,11.0,,
265,2013-02-07,18:15:00,18.0,10.0,,
266,2013-02-07,18:30:00,14.0,13.0,,
267,2013-02-07,18:45:00,14.0,4.0,,
268,2013-02-07,19:00:00,14.0,5.0,,
269,2013-02-07,19:15:00,11.0,6.0,,
270,2013-02-07,19:30:00,13.0,10.0,,
271,2013-02-07,19:45:00,21.0,5.0,,
272,2013-02-07,20:00:00,4.0,6.0,,
273,2013-02-07,20:15:00,8.0,6.0,,
274,2013-02-07,20:30:00,1.0,9.0,,
275,2013-02-07,20:45:00,1.0,1.0,,
276,2013-02-07,21:00:00,4.0,3.0,,
277,2013-02-07,21:15:00,3.0,1.0,,
278,2013-02-07,21:30:00,6.0,6.0,,
279,2013-02-07,21:45:00,3.0,2.0,,
280,2013-02-07,22:00:00,3.0,3.0,,
281,2013-02-07,22:15:00,4.0,3.0,,
282,2013-02-07,22:30:00,3.0,1.0,,
283,2013-02-07,22:45:00,1.0,4.0,,
284,2013-02-07,23:00:00,1.0,0.0,,
285,2013-02-07,23:15:00,0.0,2.0,,
286,2013-02-07,23:30:00,0.0,1.0,,
287,2013-02-07,23:45:00,1.0,3.0,,
288,2013-02-08,00:00:00,,,,
289,2013-02-08,00:15:00,,,,
290,2013-02-08,00:30:00,,,,
291,2013-02-08,00:45:00,,,,
292,2013-02-08,01:00:00,,,,
293,2013-02-08,01:15:00,,,,
294,2013-02-08,01:30:00,,,,
295,2013-02-08,01:45:00,,,,
296,2013-02-08,02:00:00,,,,
297,2013-02-08,02:15:00,,,,
298,2013-02-08,02:30:00,,,,
299,2013-02-08,02:45:00,,,,
300,2013-02-08,03:00:00,,,,
301,2013-02-08,03:15:00,,,,
302,2013-02-08,03:30:00,,,,
303,2013-02-08,03:45:00,,,,
304,2013-02-08,04:00:00,,,,
305,2013-02-08,04:15:00,,,,
306,2013-02-08,04:30:00,,,,
307,2013-02-08,04:45:00,,,,
308,2013-02-08,05:00:00,,,,
309,2013-02-08,05:15:00,,,,
310,2013-02-08,05:30:00,,,,
311,2013-02-08,05:45:00,,,,
312,2013-02-08,06:00:00,,,,
313,2013-02-08,06:15:00,,,,
314,2013-02-08,06:30:00,,,,
315,2013-02-08,06:45:00,,,,
316,2013-02-08,07:00:00,,,,
317,2013-02-08,07:15:00,,,,
318,2013-02-08,07:30:00,,,,
319,2013-02-08,07:45:00,,,,
320,2013-02-08,08:00:00,,,,
321,2013-02-08,08:15:00,,,,
322,2013-02-08,08:30:00,,,,
323,2013-02-08,08:45:00,,,,
324,2013-02-08,09:00:00,,,,
325,2013-02-08,09:15:00,,,,
326,2013-02-08,09:30:00,,,,
327,2013-02-08,09:45:00,,,,
328,2013-02-08,10:00:00,,,,
329,2013-02-08,10:15:00,,,,
330,2013-02-08,10:30:00,,,,
331,2013-02-08,10:45:00,,,,
332,2013-02-08,11:00:00,,,,
333,2013-02-08,11:15:00,,,,
334,2013-02-08,11:30:00,,,,
335,2013-02-08,11:45:00,,,,
336,2013-02-08,12:00:00,,,,
337,2013-02-08,12:15:00,,,,
338,2013-02-08,12:30:00,,,,
339,2013-02-08,12:45:00,,,,
340,2013-02-08,13:00:00,,,,
341,2013-02-08,13:15:00,,,,
342,2013-02-08,13:30:00,,,,
343,2013-02-08,13:45:00,,,,
344,2013-02-08,14:00:00,,,,
345,2013-02-08,14:15:00,,,,
346,2013-02-08,14:30:00,,,,
347,2013-02-08,14:45:00,,,,
348,2013-02-08,15:00:00,,,,
349,2013-02-08,15:15:00,,,,
350,2013-02-08,15:30:00,,,,
351,2013-02-08,15:45:00,,,,
352,2013-02-08,16:00:00,,,,
353,2013-02-08,16:15:00,,,,
354,2013-02-08,16:30:00,,,,
355,2013-02-08,16:45:00,,,,
356,2013-02-08,17:00:00,,,,
357,2013-02-08,17:15:00,,,,
358,2013-02-08,17:30:00,,,,
359,2013-02-08,17:45:00,,,,
360,2013-02-08,18:00:00,,,,
361,2013-02-08,18:15:00,,,,
362,2013-02-08,18:30:00,,,,
363,2013-02-08,18:45:00,,,,
364,2013-02-08,19:00:00,,,,
365,2013-02-08,19:15:00,,,,
366,2013-02-08,19:30:00,,,,
367,2013-02-08,19:45:00,,,,
368,2013-02-08,20:00:00,,,,
369,2013-02-08,20:15:00,,,,
370,2013-02-08,20:30:00,,,,
371,2013-02-08,20:45:00,,,,
372,2013-02-08,21:00:00,,,,
373,2013-02-08,21:15:00,,,,
374,2013-02-08,21:30:00,,,,
375,2013-02-08,21:45:00,,,,
376,2013-02-08,22:00:00,,,,
377,2013-02-08,22:15:00,,,,
378,2013-02-08,22:30:00,,,,
379,2013-02-08,22:45:00,,,,
380,2013-02-08,23:00:00,,,,
381,2013-02-08,23:15:00,,,,
382,2013-02-08,23:30:00,,,,
383,2013-02-08,23:45:00,,,,
384,2013-02-09,00:00:00,,,,
385,2013-02-09,00:15:00,,,,
386,2013-02-09,00:30:00,,,,
387,2013-02-09,00:45:00,,,,
388,2013-02-09,01:00:00,,,,
389,2013-02-09,01:15:00,,,,
390,2013-02-09,01:30:00,,,,
391,2013-02-09,01:45:00,,,,
392,2013-02-09,02:00:00,,,,
393,2013-02-09,02:15:00,,,,
394,2013-02-09,02:30:00,,,,
395,2013-02-09,02:45:00,,,,
396,2013-02-09,03:00:00,,,,
397,2013-02-09,03:15:00,,,,
398,2013-02-09,03:30:00,,,,
399,2013-02-09,03:45:00,,,,
400,2013-02-09,04:00:00,,,,
401,2013-02-09,04:15:00,,,,
402,2013-02-09,04:30:00,,,,
403,2013-02-09,04:45:00,,,,
404,2013-02-09,05:00:00,,,,
405,2013-02-09,05:15:00,,,,
406,2013-02-09,05:30:00,,,,
407,2013-02-09,05:45:00,,,,
408,2013-02-09,06:00:00,,,,
409,2013-02-09,06:15:00,,,,
410,2013-02-09,06:30:00,,,,
411,2013-02-09,06:45:00,,,,
412,2013-02-09,07:00:00,,,,
413,2013-02-09,07:15:00,,,,
414,2013-02-09,07:30:00,,,,
415,2013-02-09,07:45:00,,,,
416,2013-02-09,08:00:00,,,,
417,2013-02-09,08:15:00,,,,
418,2013-02-09,08:30:00,,,,
419,2013-02-09,08:45:00,,,,
420,2013-02-09,09:00:00,,,,
421,2013-02-09,09:15:00,,,,
422,2013-02-09,09:30:00,,,,
423,2013-02-09,09:45:00,,,,
424,2013-02-09,10:00:00,,,,
425,2013-02-09,10:15:00,,,,
426,2013-02-09,10:30:00,,,,
427,2013-02-09,10:45:00,,,,
428,2013-02-09,11:00:00,,,,
429,2013-02-09,11:15:00,,,,
430,2013-02-09,11:30:00,,,,
431,2013-02-09,11:45:00,,,,
432,2013-02-09,12:00:00,,,,
433,2013-02-09,12:15:00,,,,
434,2013-02-09,12:30:00,,,,
435,2013-02-09,12:45:00,,,,
436,2013-02-09,13:00:00,,,,
437,2013-02-09,13:15:00,,,,
438,2013-02-09,13:30:00,,,,
439,2013-02-09,13:45:00,,,,
440,2013-02-09,14:00:00,,,,
441,2013-02-09,14:15:00,,,,
442,2013-02-09,14:30:00,,,,
443,2013-02-09,14:45:00,,,,
444,2013-02-09,15:00:00,,,,
445,2013-02-09,15:15:00,,,,
446,2013-02-09,15:30:00,,,,
447,2013-02-09,15:45:00,,,,
448,2013-02-09,16:00:00,,,,
449,2013-02-09,16:15:00,,,,
450,2013-02-09,16:30:00,,,,
451,2013-02-09,16:45:00,,,,
452,2013-02-09,17:00:00,,,,
453,2013-02-09,17:15:00,,,,
454,2013-02-09,17:30:00,,,,
455,2013-02-09,17:45:00,,,,
456,2013-02-09,18:00:00,,,,
457,2013-02-09,18:15:00,,,,
458,2013-02-09,18:30:00,,,,
459,2013-02-09,18:45:00,,,,
460,2013-02-09,19:00:00,,,,
461,2013-02-09,19:15:00,,,,
462,2013-02-09,19:30:00,,,,
463,2013-02-09,19:45:00,,,,
464,2013-02-09,20:00:00,,,,
465,2013-02-09,20:15:00,,,,
466,2013-02-09,20:30:00,,,,
467,2013-02-09,20:45:00,,,,
468,2013-02-09,21:00:00,,,,
469,2013-02-09,21:15:00,,,,
470,2013-02-09,21:30:00,,,,
471,2013-02-09,21:45:00,,,,
472,2013-02-09,22:00:00,,,,
473,2013-02-09,22:15:00,,,,
474,2013-02-09,22:30:00,,,,
475,2013-02-09,22:45:00,,,,
476,2013-02-09,23:00:00,,,,
477,2013-02-09,23:15:00,,,,
478,2013-02-09,23:30:00,,,,
479,2013-02-09,23:45:00,,,,
480,2013-02-10,00:00:00,,,,
481,2013-02-10,00:15:00,,,,
482,2013-02-10,00:30:00,,,,
483,2013-02-10,00:45:00,,,,
484,2013-02-10,01:00:00,,,,
485,2013-02-10,01:15:00,,,,
486,2013-02-10,01:30:00,,,,
487,2013-02-10,01:45:00,,,,
488,2013-02-10,02:00:00,,,,
489,2013-02-10,02:15:00,,,,
490,2013-02-10,02:30:00,,,,
491,2013-02-10,02:45:00,,,,
492,2013-02-10,03:00:00,,,,
493,2013-02-10,03:15:00,,,,
494,2013-02-10,03:30:00,,,,
495,2013-02-10,03:45:00,,,,
496,2013-02-10,04:00:00,,,,
497,2013-02-10,04:15:00,,,,
498,2013-02-10,04:30:00,,,,
499,2013-02-10,04:45:00,,,,
500,2013-02-10,05:00:00,,,,
501,2013-02-10,05:15:00,,,,
502,2013-02-10,05:30:00,,,,
503,2013-02-10,05:45:00,,,,
504,2013-02-10,06:00:00,,,,
505,2013-02-10,06:15:00,,,,
506,2013-02-10,06:30:00,,,,
507,2013-02-10,06:45:00,,,,
508,2013-02-10,07:00:00,,,,
509,2013-02-10,07:15:00,,,,
510,2013-02-10,07:30:00,,,,
511,2013-02-10,07:45:00,,,,
512,2013-02-10,08:00:00,,,,
513,2013-02-10,08:15:00,,,,
514,2013-02-10,08:30:00,,,,
515,2013-02-10,08:45:00,,,,
516,2013-02-10,09:00:00,,,,
517,2013-02-10,09:15:00,,,,
518,2013-02-10,09:30:00,,,,
519,2013-02-10,09:45:00,,,,
520,2013-02-10,10:00:00,,,,
521,2013-02-10,10:15:00,,,,
522,2013-02-10,10:30:00,,,,
523,2013-02-10,10:45:00,,,,
524,2013-02-10,11:00:00,,,,
525,2013-02-10,11:15:00,,,,
526,2013-02-10,11:30:00,,,,
527,2013-02-10,11:45:00,,,,
528,2013-02-10,12:00:00,,,,
529,2013-02-10,12:15:00,,,,
530,2013-02-10,12:30:00,,,,
531,2013-02-10,12:45:00,,,,
532,2013-02-10,13:00:00,,,,
533,2013-02-10,13:15:00,,,,
534,2013-02-10,13:30:00,,,,
535,2013-02-10,13:45:00,,,,
536,2013-02-10,14:00:00,,,,
537,2013-02-10,14:15:00,,,,
538,2013-02-10,14:30:00,,,,
539,2013-02-10,14:45:00,,,,
540,2013-02-10,15:00:00,,,,
541,2013-02-10,15:15:00,,,,
542,2013-02-10,15:30:00,,,,
543,2013-02-10,15:45:00,,,,
544,2013-02-10,16:00:00,,,,
545,2013-02-10,16:15:00,,,,
546,2013-02-10,16:30:00,,,,
547,2013-02-10,16:45:00,,,,
548,2013-02-10,17:00:00,,,,
549,2013-02-10,17:15:00,,,,
550,2013-02-10,17:30:00,,,,
551,2013-02-10,17:45:00,,,,
552,2013-02-10,18:00:00,,,,
553,2013-02-10,18:15:00,,,,
554,2013-02-10,18:30:00,,,,
555,2013-02-10,18:45:00,,,,
556,2013-02-10,19:00:00,,,,
557,2013-02-10,19:15:00,,,,
558,2013-02-10,19:30:00,,,,
559,2013-02-10,19:45:00,,,,
560,2013-02-10,20:00:00,,,,
561,2013-02-10,20:15:00,,,,
562,2013-02-10,20:30:00,,,,
563,2013-02-10,20:45:00,,,,
564,2013-02-10,21:00:00,,,,
565,2013-02-10,21:15:00,,,,
566,2013-02-10,21:30:00,,,,
567,2013-02-10,21:45:00,,,,
568,2013-02-10,22:00:00,,,,
569,2013-02-10,22:15:00,,,,
570,2013-02-10,22:30:00,,,,
571,2013-02-10,22:45:00,,,,
572,2013-02-10,23:00:00,,,,
573,2013-02-10,23:15:00,,,,
574,2013-02-10,23:30:00,,,,
575,2013-02-10,23:45:00,,,,
576,2013-02-11,00:00:00,,,,
577,2013-02-11,00:15:00,,,,
578,2013-02-11,00:30:00,,,,
579,2013-02-11,00:45:00,,,,
580,2013-02-11,01:00:00,,,,
581,2013-02-11,01:15:00,,,,
582,2013-02-11,01:30:00,,,,
583,2013-02-11,01:45:00,,,,
584,2013-02-11,02:00:00,,,,
585,2013-02-11,02:15:00,,,,
586,2013-02-11,02:30:00,,,,
587,2013-02-11,02:45:00,,,,
588,2013-02-11,03:00:00,,,,
589,2013-02-11,03:15:00,,,,
590,2013-02-11,03:30:00,,,,
591,2013-02-11,03:45:00,,,,
592,2013-02-11,04:00:00,,,,
593,2013-02-11,04:15:00,,,,
594,2013-02-11,04:30:00,,,,
595,2013-02-11,04:45:00,,,,
596,2013-02-11,05:00:00,,,,
597,2013-02-11,05:15:00,,,,
598,2013-02-11,05:30:00,,,,
599,2013-02-11,05:45:00,,,,
600,2013-02-11,06:00:00,,,,
601,2013-02-11,06:15:00,,,,
602,2013-02-11,06:30:00,,,,
603,2013-02-11,06:45:00,,,,
604,2013-02-11,07:00:00,,,,
605,2013-02-11,07:15:00,,,,
606,2013-02-11,07:30:00,,,,
607,2013-02-11,07:45:00,,,,
608,2013-02-11,08:00:00,,,,
609,2013-02-11,08:15:00,,,,
610,2013-02-11,08:30:00,,,,
611,2013-02-11,08:45:00,,,,
612,2013-02-11,09:00:00,,,,
613,2013-02-11,09:15:00,,,,
614,2013-02-11,09:30:00,,,,
615,2013-02-11,09:45:00,,,,
616,2013-02-11,10:00:00,,,,
617,2013-02-11,10:15:00,,,,
618,2013-02-11,10:30:00,,,,
619,2013-02-11,10:45:00,,,,
620,2013-02-11,11:00:00,,,,
621,2013-02-11,11:15:00,,,,
622,2013-02-11,11:30:00,,,,
623,2013-02-11,11:45:00,,,,
624,2013-02-11,12:00:00,,,,
625,2013-02-11,12:15:00,,,,
626,2013-02-11,12:30:00,,,,
627,2013-02-11,12:45:00,,,,
628,2013-02-11,13:00:00,,,,
629,2013-02-11,13:15:00,,,,
630,2013-02-11,13:30:00,,,,
631,2013-02-11,13:45:00,,,,
632,2013-02-11,14:00:00,,,,
633,2013-02-11,14:15:00,,,,
634,2013-02-11,14:30:00,,,,
635,2013-02-11,14:45:00,,,,
636,2013-02-11,15:00:00,,,,
637,2013-02-11,15:15:00,,,,
638,2013-02-11,15:30:00,,,,
639,2013-02-11,15:45:00,,,,
640,2013-02-11,16:00:00,,,,
641,2013-02-11,16:15:00,,,,
642,2013-02-11,16:30:00,,,,
