Day,Time,Count
 Tuesday -  May 7 -  2019 - Total=644,22:30,1.0
 Tuesday -  May 7 -  2019 - Total=644,22:45,0.0
 Tuesday -  May 7 -  2019 - Total=644,23:0,1.0
 Tuesday -  May 7 -  2019 - Total=644,23:15,0.0
 Tuesday -  May 7 -  2019 - Total=644,23:30,0.0
 Tuesday -  May 7 -  2019 - Total=644,23:45,3.0
 Wednesday -  May 8 -  2019 - Total=586,0:0,3.0
 Wednesday -  May 8 -  2019 - Total=586,0:15,0.0
 Wednesday -  May 8 -  2019 - Total=586,0:30,2.0
 Wednesday -  May 8 -  2019 - Total=586,0:45,1.0
 Wednesday -  May 8 -  2019 - Total=586,1:0,0.0
 Wednesday -  May 8 -  2019 - Total=586,1:15,0.0
 Wednesday -  May 8 -  2019 - Total=586,1:30,0.0
 Wednesday -  May 8 -  2019 - Total=586,1:45,0.0
 Wednesday -  May 8 -  2019 - Total=586,2:0,0.0
 Wednesday -  May 8 -  2019 - Total=586,2:15,0.0
 Wednesday -  May 8 -  2019 - Total=586,2:30,0.0
 Wednesday -  May 8 -  2019 - Total=586,2:45,0.0
 Wednesday -  May 8 -  2019 - Total=586,3:0,0.0
 Wednesday -  May 8 -  2019 - Total=586,3:15,0.0
 Wednesday -  May 8 -  2019 - Total=586,3:30,0.0
 Wednesday -  May 8 -  2019 - Total=586,3:45,0.0
 Wednesday -  May 8 -  2019 - Total=586,4:0,1.0
 Wednesday -  May 8 -  2019 - Total=586,4:15,0.0
 Wednesday -  May 8 -  2019 - Total=586,4:30,0.0
 Wednesday -  May 8 -  2019 - Total=586,4:45,0.0
 Wednesday -  May 8 -  2019 - Total=586,5:0,1.0
 Wednesday -  May 8 -  2019 - Total=586,5:15,2.0
 Wednesday -  May 8 -  2019 - Total=586,5:30,2.0
 Wednesday -  May 8 -  2019 - Total=586,5:45,0.0
 Wednesday -  May 8 -  2019 - Total=586,6:0,3.0
 Wednesday -  May 8 -  2019 - Total=586,6:15,2.0
 Wednesday -  May 8 -  2019 - Total=586,6:30,9.0
 Wednesday -  May 8 -  2019 - Total=586,6:45,7.0
 Wednesday -  May 8 -  2019 - Total=586,7:0,7.0
 Wednesday -  May 8 -  2019 - Total=586,7:15,3.0
 Wednesday -  May 8 -  2019 - Total=586,7:30,7.0
 Wednesday -  May 8 -  2019 - Total=586,7:45,12.0
 Wednesday -  May 8 -  2019 - Total=586,8:0,17.0
 Wednesday -  May 8 -  2019 - Total=586,8:15,17.0
 Wednesday -  May 8 -  2019 - Total=586,8:30,18.0
 Wednesday -  May 8 -  2019 - Total=586,8:45,15.0
 Wednesday -  May 8 -  2019 - Total=586,9:0,19.0
 Wednesday -  May 8 -  2019 - Total=586,9:15,14.0
 Wednesday -  May 8 -  2019 - Total=586,9:30,14.0
 Wednesday -  May 8 -  2019 - Total=586,9:45,12.0
 Wednesday -  May 8 -  2019 - Total=586,10:0,8.0
 Wednesday -  May 8 -  2019 - Total=586,10:15,7.0
 Wednesday -  May 8 -  2019 - Total=586,10:30,9.0
 Wednesday -  May 8 -  2019 - Total=586,10:45,9.0
 Wednesday -  May 8 -  2019 - Total=586,11:0,4.0
 Wednesday -  May 8 -  2019 - Total=586,11:15,11.0
 Wednesday -  May 8 -  2019 - Total=586,11:30,8.0
 Wednesday -  May 8 -  2019 - Total=586,11:45,8.0
 Wednesday -  May 8 -  2019 - Total=586,12:0,7.0
 Wednesday -  May 8 -  2019 - Total=586,12:15,8.0
 Wednesday -  May 8 -  2019 - Total=586,12:30,8.0
 Wednesday -  May 8 -  2019 - Total=586,12:45,7.0
 Wednesday -  May 8 -  2019 - Total=586,13:0,9.0
 Wednesday -  May 8 -  2019 - Total=586,13:15,7.0
 Wednesday -  May 8 -  2019 - Total=586,13:30,16.0
