,Unnamed: 1,TIME,NB,SB,EB,WB
0,2013-02-05,00:00:00,23.0,13.0,,
1,2013-02-05,00:15:00,6.0,5.0,,
2,2013-02-05,00:30:00,10.0,13.0,,
3,2013-02-05,00:45:00,5.0,5.0,,
4,2013-02-05,01:00:00,5.0,4.0,,
5,2013-02-05,01:15:00,6.0,1.0,,
6,2013-02-05,01:30:00,5.0,8.0,,
7,2013-02-05,01:45:00,8.0,7.0,,
8,2013-02-05,02:00:00,5.0,3.0,,
9,2013-02-05,02:15:00,6.0,0.0,,
10,2013-02-05,02:30:00,6.0,0.0,,
11,2013-02-05,02:45:00,6.0,4.0,,
12,2013-02-05,03:00:00,6.0,4.0,,
13,2013-02-05,03:15:00,0.0,1.0,,
14,2013-02-05,03:30:00,3.0,0.0,,
15,2013-02-05,03:45:00,5.0,3.0,,
16,2013-02-05,04:00:00,0.0,0.0,,
17,2013-02-05,04:15:00,2.0,4.0,,
18,2013-02-05,04:30:00,2.0,5.0,,
19,2013-02-05,04:45:00,13.0,8.0,,
20,2013-02-05,05:00:00,6.0,13.0,,
21,2013-02-05,05:15:00,2.0,8.0,,
22,2013-02-05,05:30:00,18.0,14.0,,
23,2013-02-05,05:45:00,21.0,18.0,,
24,2013-02-05,06:00:00,24.0,30.0,,
25,2013-02-05,06:15:00,16.0,44.0,,
26,2013-02-05,06:30:00,53.0,36.0,,
27,2013-02-05,06:45:00,78.0,38.0,,
28,2013-02-05,07:00:00,70.0,60.0,,
29,2013-02-05,07:15:00,100.0,82.0,,
30,2013-02-05,07:30:00,118.0,121.0,,
31,2013-02-05,07:45:00,181.0,173.0,,
32,2013-02-05,08:00:00,156.0,122.0,,
33,2013-02-05,08:15:00,154.0,100.0,,
34,2013-02-05,08:30:00,94.0,92.0,,
35,2013-02-05,08:45:00,84.0,77.0,,
36,2013-02-05,09:00:00,65.0,96.0,,
37,2013-02-05,09:15:00,78.0,87.0,,
38,2013-02-05,09:30:00,92.0,78.0,,
39,2013-02-05,09:45:00,94.0,79.0,,
40,2013-02-05,10:00:00,70.0,94.0,,
41,2013-02-05,10:15:00,89.0,83.0,,
42,2013-02-05,10:30:00,84.0,92.0,,
43,2013-02-05,10:45:00,97.0,88.0,,
44,2013-02-05,11:00:00,107.0,72.0,,
45,2013-02-05,11:15:00,86.0,90.0,,
46,2013-02-05,11:30:00,134.0,95.0,,
47,2013-02-05,11:45:00,120.0,101.0,,
48,2013-02-05,12:00:00,147.0,95.0,,
49,2013-02-05,12:15:00,112.0,98.0,,
50,2013-02-05,12:30:00,122.0,107.0,,
51,2013-02-05,12:45:00,159.0,96.0,,
52,2013-02-05,13:00:00,131.0,95.0,,
